,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/t5-xxl-lm-adapt,google/ul2,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
175,pred-is-dynamic,semantics,genericity,token(s) classification,1,pred-is-dynamic,0.106999295,0.111518198,0.088732758,0.068785955,0.07285134,0.069100656,0.222483802,0.155226475,0.121672644,0.075441854,0.153327449,0.166691755,0.087824593,0.088683552,0.134652598,0.135405032,0.24115662,0.166631934,0.27027401,0.222971278,0.298799333,0.238707715,0.316811162,0.328639507,0.225792572,0.335206479,0.323082793,0.293670541,0.26628882,0.237732682,0.210127389,0.233585513,0.161291817,0.062575089,0.086079711,0.094783546,0.056078636,0.097889223,0.086321207,0.213989115,0.209866935,0.300062504,0.023413916,0.027604864,0.004286071,0.022101555,0.05857619,0.075164281,0.016035984,0.024156142,0.055193574,0.052705976,0.011293668,0.092420185,0.281464237,0.221195877,0.172560197
144,pred-is-hypothetical,semantics,genericity,token(s) classification,1,pred-is-hypothetical,0.24704164,0.22574302,0.177950443,0.195932356,0.203541812,0.162220104,0.278937712,0.282433581,0.098504094,0.190293714,0.154692483,0.191115978,0.128457661,0.235824168,0.189307889,0.195073469,0.288388386,0.356737888,0.368624622,0.316060287,0.444295883,0.42992202,0.45628618,0.447978073,0.343798238,0.454682827,0.444715059,0.453215241,0.437808293,0.372963613,0.344567764,0.277594763,0.263692546,0.151315357,0.176493154,0.061478274,0.076430062,0.107950358,0.174496914,0.355452907,0.320744157,0.426566058,0.092805336,0.1135024,0.034738896,0.056271612,0.160891058,0.125334015,0.034563505,0.036732917,0.077867414,0.170079309,0.034818797,0.102308939,0.417823344,0.206395048,0.206648365
183,pred-is-particular,semantics,genericity,token(s) classification,1,pred-is-particular,0.061302743,0.064830026,0.107057241,0.134169621,0.116341898,0.068225698,0.150519286,0.167658672,0.102165761,0.095386378,0.119334548,0.155932333,0.063751956,0.053350399,0.124361522,0.125954257,0.183934844,0.209485871,0.182542762,0.190738088,0.276209477,0.224507332,0.274963352,0.263475984,0.195505497,0.295554394,0.284234318,0.281140172,0.24715507,0.19491601,0.182836175,0.165409961,0.157689115,0.05861472,0.099053091,0.051308604,0.081859843,0.062631115,0.067202129,0.188102937,0.255906606,0.257992005,0.051635931,0.034723571,0.044024886,0.055342411,0.060607313,0.044795473,0.021493224,0.032830912,0.041925033,0.051862469,0.048648311,0.024959907,0.263388136,0.177173129,0.182933629
10,protoroles-awareness,semantics,protoroles,token(s) pair classification,1,protoroles-awareness,0.711778986,0.563837594,0.668306816,0.631876898,0.595439351,0.59812932,0.788464975,0.778758812,0.649528408,0.658763945,0.853411853,0.847806907,0.568354821,0.623309791,0.764510822,0.741029656,0.872389293,0.872435987,0.878490007,0.863869214,0.862550306,0.868229711,0.886069798,0.882745731,0.828361571,0.880165827,0.886394548,0.87175951,0.867366993,0.87052598,0.861138487,0.831054533,0.835101354,0.659879756,0.667764604,0.52647202,0.562221026,0.531914663,0.609469014,0.892752826,0.87093606,0.878193164,0.423868525,0.406128728,0.27654224,0.250106665,0.613374096,0.659950411,0.121996048,0.212658994,0.516049469,0.633909619,0.161041842,0.672441149,0.853458953,0.700465333,0.650628877
56,protoroles-change_of_location,semantics,protoroles,token(s) pair classification,1,protoroles-change_of_location,0.351647004,0.148287743,0.285597906,0.385507479,0.185253289,0.188623017,0.340283653,0.428664982,0.224907184,0.241961133,0.322662704,0.261765759,0.176100376,0.239646301,0.335575017,0.264234979,0.484202617,0.486691183,0.486287445,0.484717083,0.533549201,0.494658011,0.525677752,0.517203844,0.476994741,0.550089693,0.54354893,0.556650901,0.5260221,0.502015996,0.447680515,0.457437915,0.473706269,0.183559723,0.218192977,0.136355633,0.13820841,0.165560413,0.229894018,0.486223727,0.436205941,0.49344576,0.038191285,0.078485465,0.075060913,0.027764155,0.194228864,0.228716052,0.021463442,-0.044374201,0.162503901,0.221749359,-0.014067432,0.215723005,0.500255615,0.383682889,0.37533586
116,protoroles-change_of_possession,semantics,protoroles,token(s) pair classification,1,protoroles-change_of_possession,0.219116291,0.237175253,0.253615817,0.224329558,0.183201408,0.166274138,0.38346318,0.395381987,0.220066153,0.179156338,0.311638647,0.386910814,0.216386904,0.250534891,0.314196715,0.324488369,0.444585031,0.470124114,0.431521881,0.478770673,0.526963687,0.489964092,0.508909941,0.471990621,0.473555499,0.488133043,0.518530095,0.537365532,0.499382037,0.488588291,0.455959517,0.421938062,0.431137174,0.214528036,0.230099252,0.099560079,0.173563419,0.156356475,0.180992645,0.449623626,0.347526067,0.522058523,0.08809511,0.02361964,0.093504564,0.081984584,0.196420267,0.183234146,0.054271743,0.028943423,0.109868014,0.208331105,0.037401876,0.221891293,0.480860782,0.370028746,0.36069451
151,protoroles-change_of_state,semantics,protoroles,token(s) pair classification,1,protoroles-change_of_state,0.179592574,0.141885132,0.085999193,0.211247054,0.096435539,0.100966193,0.210807231,0.233888805,0.107613504,0.1590001,0.172503203,0.13651174,0.098474865,0.117131621,0.151781332,0.066751713,0.292274109,0.335548824,0.356171302,0.321789831,0.356006694,0.385462987,0.41105985,0.3599105,0.352274865,0.351519817,0.399513632,0.379689366,0.364790201,0.34178279,0.327748924,0.301025063,0.266088277,0.089198977,0.123307952,0.049414327,0.067843881,0.085086896,0.145650899,0.321137291,0.253210139,0.384322685,0.031017069,0.04012248,0.048445391,0.041714081,0.128480795,0.102369725,0.035890116,-0.004322574,0.093284961,0.088251702,0.002698997,0.138853616,0.35611046,0.249387413,0.260929781
136,protoroles-change_of_state_continuous,semantics,protoroles,token(s) pair classification,1,protoroles-change_of_state_continuous,0.212971148,0.132654779,0.091003212,0.184546247,0.149339566,0.128046332,0.285641372,0.279023689,0.157222693,0.143828987,0.217792842,0.272305849,0.103707175,0.17754859,0.189338604,0.209207208,0.327150345,0.390870148,0.382219911,0.382730931,0.404302067,0.434542376,0.449411064,0.441652936,0.396407604,0.423156464,0.431081682,0.418677986,0.422134531,0.394367999,0.375960451,0.327783635,0.258279008,0.132799336,0.148514746,0.083702993,0.080739827,0.088652311,0.128945995,0.362565714,0.282248625,0.400437868,0.035084785,0.03325071,0.039393167,-0.002256763,0.121569915,0.11434913,-0.011080258,0.010215043,0.104025435,0.116673811,0.012714467,0.14330124,0.372254771,0.321468323,0.304305363
148,protoroles-changes_possession,semantics,protoroles,token(s) pair classification,1,protoroles-changes_possession,-0.193158015,-0.009247577,-0.066395134,-0.206604677,-0.086649307,0.225259879,0.021897279,0.102917117,0.034545383,0.059904745,-0.264226608,-0.053876916,0.014903219,-0.104666378,0.063880999,-0.044921565,0.155706856,-0.15646258,0.226817804,0.053955251,-0.080148031,-0.100872427,-0.153659745,-0.158511558,-0.126461356,-0.015109273,-0.219870304,0.012733881,-0.028231096,0.046764736,-0.027421437,0.019179782,0.006610708,0.222385591,0.202292381,-0.042606317,-0.048149879,0.003802755,0.280721486,-0.009385559,0.058958664,0.044612989,0.05589225,0.093540767,-0.057171345,0.065866783,0.121655574,0.271425688,-0.071042401,-0.004544328,0.003446054,0.285750189,-0.00125647,0.276193956,-0.032019569,-0.122104478,0.01402753
142,protoroles-existed_after,semantics,protoroles,token(s) pair classification,1,protoroles-existed_after,0.194720995,0.230883574,0.211400399,0.159042485,0.138857358,0.165227138,0.260838197,0.326605338,0.174038166,0.145380892,0.257606551,0.309770223,0.194860497,0.153787632,0.388426369,0.335536972,0.41498394,0.404123217,0.411639857,0.368474501,0.418838429,0.37640686,0.47452414,0.424717158,0.367198324,0.442006671,0.452165586,0.421349353,0.36218015,0.375724673,0.383747959,0.370548004,0.317660815,0.190063673,0.204996955,0.115445817,0.174798153,0.149117069,0.196395598,0.411097306,0.381768578,0.428389448,0.099992658,0.106553887,0.078475239,0.07095675,0.202427128,0.183396734,0.004338925,0.032727325,0.115127219,0.202405858,0.042254796,0.208674014,0.38724128,0.297665602,0.260065672
24,protoroles-existed_before,semantics,protoroles,token(s) pair classification,1,protoroles-existed_before,0.352668238,0.348758253,0.410290387,0.562957144,0.241919327,0.291885054,0.511988193,0.530778921,0.320934723,0.343030024,0.522101986,0.424907759,0.285154834,0.302120316,0.511477816,0.493037462,0.601204157,0.615255797,0.616027582,0.591636384,0.631604636,0.609191692,0.638690877,0.585916114,0.531454635,0.607728362,0.640900385,0.630806518,0.593148136,0.604893529,0.588485479,0.596508765,0.543076152,0.314195511,0.316226831,0.228243913,0.277789456,0.26770483,0.328759253,0.645445395,0.570813107,0.632726848,0.161762577,0.158953101,0.102515393,0.123693818,0.314097285,0.275353587,0.078143756,0.006142643,0.19149878,0.322306758,0.091734201,0.310767543,0.58398006,0.418644434,0.411278689
185,protoroles-existed_during,semantics,protoroles,token(s) pair classification,1,protoroles-existed_during,0.051042261,0.123673649,0.114415257,0.08821777,0.100653103,0.084152225,0.124140298,0.110012489,0.079757614,0.093457504,0.067904323,0.114351673,0.080222841,0.052590774,0.086350253,0.088506903,0.154605414,0.2106335,0.242143992,0.172051072,0.214929482,0.178954262,0.269378078,0.173199362,0.136404975,0.239787549,0.260620385,0.202441889,0.208418027,0.169216359,0.201776007,0.204858997,0.160575582,0.052997085,0.12439651,0.097923118,0.077962293,0.069899168,0.071175057,0.200574996,0.191838747,0.260793319,0.041088769,0.037970233,0.039815217,0.015112843,0.077808142,0.102779678,0.013034002,0.041971578,0.062070032,0.054030903,-0.006242063,0.09304521,0.260154375,0.1677122,0.079733896
8,protoroles-exists_as_physical,semantics,protoroles,token(s) pair classification,1,protoroles-exists_as_physical,0.004092237,0.115814734,0.281151825,0.350370252,0.176047379,0.358164939,-0.094683262,-0.163895074,0.096015233,0.337348332,0.274260035,0.216305019,0.354972887,0.13991791,0.357605201,0.169356173,0.455017623,0.367470273,0.547130731,0.677023482,0.185057133,0.539436376,0.474673164,0.400308618,0.46901983,0.261640117,0.543129659,0.347030461,0.628188062,0.602371037,0.644530749,0.234130608,0.084237058,0.271311887,0.228891818,0.41504973,-0.011886596,0.13569351,0.007264555,0.361676165,0.272266531,0.504242283,0.529933655,0.52227298,-0.007524824,0.01047405,0.294484021,0.438211279,0.133321203,0.039599732,0.468958747,0.429425085,-0.181088351,-0.020995637,0.445538551,0.344743201,0.774792325
131,protoroles-instigation,semantics,protoroles,token(s) pair classification,1,protoroles-instigation,0.334726173,0.268392476,0.319905341,0.349730301,0.322400606,0.351757926,0.543532503,0.545801699,0.354942328,0.352746314,0.497139782,0.497348124,0.285606462,0.26959303,0.547693539,0.515693951,0.536921573,0.542728996,0.562477505,0.540352452,0.563262546,0.535291386,0.578918314,0.575544262,0.485083979,0.584584224,0.578471863,0.589526796,0.561209476,0.569894999,0.571049953,0.518364841,0.507121241,0.324167082,0.382707685,0.282438236,0.336647069,0.27441282,0.330852121,0.543397188,0.540557241,0.551456511,0.253571945,0.273648074,0.157951876,0.197064629,0.325203204,0.295598572,0.098378693,0.10827518,0.263718182,0.316206793,0.120585161,0.383897638,0.556837451,0.418974108,0.35208227
13,protoroles-location_of_event,semantics,protoroles,token(s) pair classification,1,protoroles-location_of_event,0.013634438,0.207023615,0.457397425,0.124445313,0.268856233,0.151444793,-0.106583015,0.047885144,0.265101415,0.44110448,0.208496537,0.190580207,0.102522347,0.269209497,0.349998897,0.32517834,0.158318042,0.326158465,0.523336577,0.213794208,0.530114517,0.473338407,0.367589033,0.574516243,0.358759156,0.589795601,0.605537653,0.56382162,0.558310813,0.431083429,0.585473573,0.255307613,0.332758386,0.460931554,0.487809837,0.359879515,0.155335784,0.500502715,0.380844957,0.477390122,0.104362106,0.391893899,0.165906236,0.191066645,-0.280574396,-0.242306396,0.494036674,0.244146805,-0.127458174,0.170970947,0.290235665,0.459188095,0.284257597,0.463053553,0.462204701,0.63393926,0.132131344
137,protoroles-makes_physical_contact,semantics,protoroles,token(s) pair classification,1,protoroles-makes_physical_contact,-0.203304335,0.076534046,0.190860048,0.133815397,0.153441322,0.153760535,-0.068795913,-0.122274736,-0.105723397,0.210598814,0.105530014,0.231066971,0.37029808,0.215843129,0.169852383,0.007190262,0.261487322,0.178686676,0.127574964,0.254494852,-0.185295138,0.032853341,0.112401287,0.157968028,0.200368226,-0.113677518,0.009864216,-0.026439725,0.192450991,0.176779783,0.210537419,-0.118951482,-0.053260073,0.377577107,0.17881193,0.040228535,0.145126377,0.095862189,0.170080801,0.135179153,0.135278167,0.137806152,0.270365788,0.313574746,0.103197473,0.307798272,0.170343438,0.383403248,0.092915507,-0.072908039,0.178130648,0.184265211,0.049437767,0.144947898,0.224938299,0.040488853,0.507201529
168,protoroles-partitive,semantics,protoroles,token(s) pair classification,1,protoroles-partitive,0.193335272,0.143624009,0.134278505,0.123899154,0.12441815,0.102065876,0.269252902,0.241596869,0.156772406,0.089860623,0.118602842,0.180918688,0.11033804,0.072808103,0.219525374,0.190387216,0.24220694,0.292813981,0.323041391,0.304237473,0.354258263,0.318415189,0.383660042,0.359620696,0.260156804,0.361845016,0.343131781,0.387777776,0.338786948,0.300588053,0.28806029,0.257056138,0.196454848,0.145349157,0.147251354,0.105670331,0.115435894,0.084563354,0.100696521,0.291791427,0.301170847,0.337107354,0.069293658,0.066126783,0.047520466,0.035477469,0.132086781,0.114023243,0.033391528,0.058656953,0.079381157,0.069976862,0.004458714,0.102893283,0.336332273,0.267057434,0.221314752
14,protoroles-predicate_changed_argument,semantics,protoroles,token(s) pair classification,1,protoroles-predicate_changed_argument,0.212154612,-0.025284309,-0.219829936,0.209527643,0.254015267,0.151769173,0.15575534,0.016528165,0.121478036,0.047284023,0.243148787,-0.091737482,-0.027201081,-0.088634197,-0.002668715,0.038335223,0.120788468,0.374515072,0.030939485,0.419207984,0.542130601,0.459211278,0.483575386,0.242913207,0.400831705,0.356855306,0.556481224,0.46612488,0.338617772,0.274006408,0.372977424,0.243132675,-0.022334294,0.108219296,0.007703082,0.050241381,-0.04838127,0.072846899,0.046784654,0.14679227,0.064253949,0.352785818,-0.2609965,-0.258078948,-0.328441472,-0.01673855,0.186449842,-0.051005385,-0.078873649,0.012536131,0.213788059,-0.000312511,0.043788993,-0.082772098,0.363716874,0.057156557,0.074266142
7,protoroles-sentient,semantics,protoroles,token(s) pair classification,1,protoroles-sentient,0.692054045,0.727789116,0.77539053,0.748815763,0.611972976,0.588211107,0.773736119,0.760891974,0.70891999,0.671512341,0.820986891,0.838919997,0.564544564,0.628100395,0.751172316,0.73940618,0.873423493,0.854996872,0.864629173,0.850051999,0.853790087,0.854744315,0.872517204,0.866524971,0.831456935,0.864778304,0.875891364,0.86088078,0.854520464,0.854304338,0.849351323,0.847386789,0.855703461,0.616469002,0.641045988,0.550492918,0.531397074,0.473521993,0.525373971,0.884483778,0.845441163,0.875278902,0.368193281,0.428063196,0.246697938,0.255681303,0.661030889,0.643269384,0.102416643,0.133372055,0.514997029,0.623054726,0.083632096,0.638908589,0.845714271,0.72367903,0.668561244
50,protoroles-stationary,semantics,protoroles,token(s) pair classification,1,protoroles-stationary,-0.414633089,0.222750245,0.219754174,0.020367905,0.032925495,-0.314312381,-0.136484045,-0.145793565,0.169554074,0.292114982,-0.009828507,0.070134693,0.262149163,0.154012587,0.403910179,0.240969154,0.089858809,-0.073561149,0.243361584,-0.074083777,0.01374758,-0.054975729,-0.040928283,-0.08951921,-0.001065877,0.062153294,0.057657058,0.174752192,0.196906106,0.145240206,-0.007504233,-0.031816772,0.031080499,0.153055497,0.317616945,-0.211625867,-0.127892756,-0.019222604,-0.130686131,0.231559965,0.00800798,0.04346102,0.095858048,0.107893585,0.407986552,0.430953532,0.159091237,0.204379654,0.360019691,0.217328485,-0.056109045,0.355096295,0.169783998,0.242867896,0.264682952,-0.083000381,0.370549977
12,protoroles-volition,semantics,protoroles,token(s) pair classification,1,protoroles-volition,0.647078359,0.611262769,0.602143472,0.605788749,0.596688676,0.582164198,0.762740779,0.760429835,0.676093268,0.653378081,0.716664135,0.768867373,0.573033708,0.585971636,0.746794534,0.740560114,0.849736071,0.826028788,0.841387331,0.828235638,0.834923613,0.82718513,0.850127316,0.843474591,0.805190456,0.842489278,0.854089487,0.849271977,0.831365395,0.842420101,0.833107781,0.790806127,0.761241817,0.600555933,0.677028978,0.497814995,0.534579229,0.522950369,0.622484398,0.846424854,0.826925111,0.844815934,0.397570378,0.377701598,0.212551825,0.258569146,0.608665228,0.590192342,0.138883918,0.111850476,0.487291187,0.582402885,0.097903666,0.610633612,0.821281075,0.649911821,0.583569646
119,protoroles-was_for_benefit,semantics,protoroles,token(s) pair classification,1,protoroles-was_for_benefit,0.344888234,0.395840645,0.345442826,0.377681416,0.345206648,0.318718463,0.484119847,0.458141185,0.328621998,0.363087919,0.360321525,0.43392638,0.312761682,0.285457367,0.479629141,0.467911607,0.527964079,0.517904758,0.554474032,0.565994239,0.563217378,0.561233997,0.575895119,0.534320533,0.511041141,0.545494199,0.578044951,0.585839438,0.555737162,0.569055989,0.568503618,0.47709856,0.514627862,0.31928311,0.362289798,0.266404696,0.306647569,0.3202254,0.290864459,0.559641492,0.542248046,0.56068424,0.223336229,0.225232635,0.091124129,0.134371613,0.310787141,0.302519441,0.040345693,0.036493213,0.228558698,0.320645504,0.072341117,0.304095349,0.549179137,0.431131047,0.385078412
186,protoroles-was_used,semantics,protoroles,token(s) pair classification,1,protoroles-was_used,0.060666811,0.11717152,0.092744461,0.045863172,0.08567093,0.055472272,0.133126107,0.162720495,0.121992438,0.115152908,0.104260869,0.101495616,0.113621749,0.047137826,0.150731643,0.096147029,0.187913916,0.214250103,0.188751708,0.213054964,0.191904303,0.202488387,0.263436109,0.2079851,0.180273083,0.200901273,0.263316414,0.216023347,0.206565523,0.231242552,0.218126655,0.158938262,0.155260293,0.098292181,0.096339987,0.05117252,0.104953919,0.084095712,0.136671084,0.131092933,0.195675468,0.207156354,0.099312779,0.0363813,0.048427288,0.000872323,0.066097861,0.063678171,-0.004097665,0.028198255,0.06376058,0.111472869,0.001936534,0.107169649,0.215471867,0.095004408,0.031312351
15,relation-classification,semantics,relation classification,token(s) pair classification,1,relation-classification,0.641248083,0.595985854,0.592402887,0.528828764,0.641457903,0.626174378,0.015070789,0.015070789,0.605700147,0.599945307,0.594309545,0.412883508,0.583263314,0.628120685,0.014093306,0.01226377,0.611176753,0.665599918,0.540135121,0.773675132,0.686284387,0.740497255,0.704325581,0.642160845,0.778041542,0.65438565,0.690121615,0.680816913,0.700720739,0.762415028,0.738725102,0.423450279,0.639653909,0.677834606,0.660223675,0.655546963,0.589227664,0.617888796,0.580756247,0.668526661,0.421839279,0.604208076,0.420153821,0.429010504,0.289714229,0.268430114,0.67154423,0.664087141,0.27183387,0.197937608,0.647630811,0.636619556,0.166296461,0.688136446,0.698896003,0.503956574,0.491359746
190,rst-edu-count,discourse,rethorical structure theory,token(s) classification,1,rst-edu-count,0.01908704,0.049947855,0.031701746,0.03742409,0.033559637,0.025320552,0.038483356,0.05514129,0.020063654,0.046444891,0.004826285,0.036625329,0.030698063,0.042459417,-7.03E-05,0.021022529,0.115278114,0.082897138,0.138833693,0.166771373,0.171927666,0.170856524,0.19862144,0.03558195,0.144164617,0.011261462,0.19299548,0.174240962,0.164134711,0.123340969,0.128786708,0.055517639,0.024695591,0.01834483,0.008570558,0.023587967,0.019942271,0.04543391,-0.004475171,0.13580647,0.15964203,0.101587237,0.005953675,-0.010089131,0.032140827,0.016611711,0.031497813,0.006891416,0.027365422,0.004455983,0.00497955,0.049226615,0.015641613,0.022633871,0.192044646,0.049820935,0.036024661
171,rst-edu-depth,discourse,rethorical structure theory,token(s) classification,1,rst-edu-depth,0.086276013,0.076087598,0.119507034,0.115196618,0.081641421,0.068905033,0.131440747,0.105617931,0.147600802,0.124782786,0.113256045,0.088330394,0.057169759,0.069180958,0.02057836,0.086769878,0.23723034,0.275738111,0.311117685,0.291924834,0.308235914,0.310450166,0.314597732,0.024164553,0.290161216,0.05982494,0.326022679,0.314423895,0.304890043,0.278695267,0.324717063,0.16822693,0.185448337,0.101284009,0.153492691,0.049337517,0.067334916,0.063240286,0.116714716,0.254647985,0.285700232,0.276721805,0.012503723,0.013035062,0.106466705,0.094107031,0.068896367,0.055489299,0.042733179,0.043477953,0.067913173,0.11783404,0.025207386,0.073168268,0.330430794,0.111688985,0.113415214
160,rst-edu-distance,discourse,rethorical structure theory,token(s) pair classification,1,rst-edu-distance,0.066523402,0.158799683,0.14270738,0.137554199,0.096238261,0.122509192,0.203245424,0.176071337,0.115593367,0.058452679,0.182028836,0.161967921,0.063978676,0.072752304,0.179388188,0.162709208,0.368293893,0.319818175,0.293515378,0.357606262,0.416757548,0.382916147,0.403173345,0.080578843,0.35268234,0.096272901,0.409033197,0.411560106,0.396504009,0.358465171,0.362426984,0.181032456,0.262031901,0.15550448,0.180219537,0.136029162,0.091413815,0.080175452,0.105778893,0.289743051,0.230848661,0.361498505,0.089854609,0.045299114,0.106392583,0.093337523,0.098150497,0.0775224,0.073892233,0.042366742,0.066230058,0.121844952,0.096350553,0.137813782,0.365832758,0.22011224,0.22973251
203,rst-edu-relation,discourse,rethorical structure theory,token(s) pair classification,1,rst-edu-relation,0.063857401,0.062393026,0.062584106,0.061099213,0.061657856,0.063088106,0.004151281,0.004209685,0.053815363,0.06112719,0.053136059,0.032664368,0.056536278,0.071020129,0.003420489,0.003957494,0.051412896,0.051103996,0.068522373,0.057899569,0.05289074,0.065764691,0.053779811,0.007076809,0.070628749,0.009071546,0.054518808,0.066562732,0.069730571,0.074021764,0.074379139,0.032967895,0.076529178,0.073704655,0.072192811,0.070266189,0.053953397,0.06248045,0.056174795,0.053879899,0.053086251,0.050488256,0.021253774,0.020953213,0.05424516,0.053331231,0.075377905,0.073121442,0.017358546,0.01368301,0.069059531,0.073013142,0.012508558,0.069083706,0.070281424,0.053811339,0.041210081
198,rst-edu-relation-group,discourse,rethorical structure theory,token(s) pair classification,1,rst-edu-relation-group,0.119635975,0.10368596,0.121820688,0.086493148,0.10648126,0.111194819,0.025058338,0.025058338,0.090743884,0.104899238,0.041037924,0.025058338,0.109457524,0.136820441,0.018634102,0.020164352,0.12803379,0.129796234,0.135357162,0.145354515,0.121273334,0.137388074,0.134171224,0.044754574,0.145282,0.04891703,0.134636974,0.128134242,0.136478725,0.162412256,0.141930044,0.096805365,0.151160115,0.150799772,0.136847353,0.120907605,0.106135663,0.134455866,0.107488865,0.131998587,0.132776484,0.120838608,0.046575446,0.043527449,0.121898933,0.119658256,0.136200754,0.144044518,0.037152282,0.040141166,0.126807067,0.13567802,0.033705772,0.122418475,0.139469543,0.105637278,0.093187162
191,rst-edu-successively,discourse,rethorical structure theory,token(s) pair classification,1,rst-edu-successively,0.521949923,0.488303059,0.525853699,0.483821785,0.432711643,0.505380565,0.333333343,0.361648798,0.460310036,0.493657511,0.475830632,0.459139955,0.44989714,0.463911122,0.333333343,0.333333343,0.513679016,0.506832278,0.49430877,0.516908991,0.524851525,0.521840489,0.521210992,0.489428884,0.51353429,0.46024068,0.514833629,0.522782791,0.519359517,0.510726297,0.520875299,0.484958375,0.507508993,0.604823911,0.586939883,0.522193825,0.449657959,0.468767923,0.461440766,0.502530557,0.504870486,0.515367997,0.597059751,0.598816955,0.486310869,0.509783238,0.582881093,0.57990191,0.587064624,0.595654476,0.505592752,0.583404624,0.585016203,0.561034822,0.518101692,0.500452644,0.50516361
152,rst-edu-type,discourse,rethorical structure theory,token(s) classification,1,rst-edu-type,0.726551473,0.736483359,0.731359434,0.736426425,0.747647905,0.752699232,0.370906472,0.354922563,0.74377383,0.736783648,0.720154202,0.696107662,0.751845121,0.749985921,0.370906472,0.370906472,0.748160303,0.756050491,0.786815131,0.799679589,0.762503576,0.789908361,0.773873055,0.6694345,0.803380179,0.577504432,0.76795764,0.760903609,0.781557131,0.793595493,0.78792063,0.724309278,0.745667827,0.745807552,0.755268383,0.743963289,0.746150959,0.72377845,0.731723416,0.779786742,0.764562321,0.766081965,0.516229725,0.522137523,0.748296726,0.748306906,0.7472579,0.744457972,0.449902737,0.439128155,0.729446435,0.74837954,0.433954728,0.745514309,0.786845922,0.594940138,0.590521181
128,senteval-bigram_shift,syntax,bigram-shift,sentence classification,1,senteval-bigram_shift,0.842867768,0.845977485,0.852364612,0.861650145,0.904010987,0.901035905,0.349507654,0.436541623,0.871316838,0.874759543,0.804063559,0.7926355,0.890098464,0.891499245,0.333333343,0.333333343,0.874896157,0.873913789,0.951187706,0.946281695,0.88848303,0.91881541,0.827482939,0.750766826,0.935521424,0.785456383,0.849806392,0.89421258,0.921410739,0.944724798,0.936885142,0.791240394,0.870867944,0.914484453,0.918775642,0.930989873,0.931606019,0.883269572,0.885782743,0.912198472,0.952771902,0.88491509,0.918921757,0.919907141,0.931509535,0.932290125,0.910614967,0.91969471,0.896052132,0.904047477,0.890532398,0.851230395,0.885112238,0.921212041,0.92393347,0.500486165,0.500558937
162,senteval-coordination_inversion,semantics,coordination inversion,sentence classification,1,senteval-coordination_inversion,0.690422249,0.687416792,0.692792356,0.694575059,0.749207997,0.754156733,0.333333343,0.338091907,0.716659129,0.71611948,0.64990778,0.64148767,0.738301301,0.733903182,0.333333343,0.333333343,0.662108159,0.677417886,0.76706053,0.818676066,0.711086273,0.781736434,0.679157829,0.62009995,0.811515868,0.626541626,0.685857964,0.721706307,0.77809962,0.815506065,0.817954242,0.640701652,0.672567427,0.760336936,0.762887669,0.786758912,0.77787199,0.727930439,0.72538656,0.710713589,0.759503067,0.679974937,0.757637644,0.759221578,0.780568922,0.782152426,0.756917012,0.761117303,0.743573934,0.740437639,0.753043652,0.724399292,0.741272175,0.764007235,0.786588502,0.53547008,0.497259307
