,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
30,blimp-existential_there_object_raising,syntax,control / raising,sentence classification,0.001953125,blimp-existential_there_object_raising,0.628941917,0.663354874,0.552494287,0.619474363,0.708717179,0.7234676,0.700262058,0.715110826,0.55469839,0.462319243,0.598274642,0.710960615,0.54740715,0.551785433,0.475327861,0.589856434,0.3628335,0.565361375,0.780187523,0.778040373,0.5201253,0.474812967,0.386564118,0.336413821,0.35278644,0.355098724,0.397037101,0.579266191,0.477744722,0.441425842,0.594657248,0.443992788,0.546832299,0.502985644,0.50272823,0.433510166,0.621930361,0.604287827,0.744956625,0.770703959,0.715069866,0.707094872,0.829928827,0.819902563,0.7736992,0.783011663,0.779817939,0.757506871,0.559567571,0.454472959,0.450244534,0.351774722,0.672647429,0.525737786,0.491453046,0.764776635,0.588610548,0.491336274,0.497051036
31,blimp-existential_there_quantifiers_1,semantics,quantifiers,sentence classification,0.001953125,blimp-existential_there_quantifiers_1,0.704830027,0.550823432,0.603095025,0.466045523,0.704474306,0.677139843,0.664872253,0.611415839,0.561063379,0.397021008,0.702540314,0.613309658,0.678289878,0.643414915,0.498809391,0.594439423,0.333333343,0.530519104,0.687210488,0.848298502,0.533898211,0.69003951,0.370232642,0.366765058,0.341986209,0.331591582,0.413616377,0.452931219,0.62642343,0.711531162,0.669395781,0.386157292,0.70010711,0.433748007,0.645734936,0.537047505,0.564885777,0.790140152,0.826505804,0.804490209,0.829762983,0.794450867,0.718700254,0.726643038,0.832988024,0.834877622,0.678553665,0.705862403,0.571741015,0.467805469,0.486821258,0.349882644,0.665794325,0.577928931,0.537654191,0.835165977,0.636092782,0.470133877,0.480692941
32,blimp-existential_there_quantifiers_2,semantics,quantifiers,sentence classification,0.001953125,blimp-existential_there_quantifiers_2,0.793967426,0.700392467,0.66097936,0.777679622,0.886933923,0.822945487,0.84582063,0.817282164,0.755649889,0.610315537,0.757353365,0.903427315,0.718511701,0.704022801,0.573879033,0.722169054,0.333333343,0.819400358,0.960360181,0.874952221,0.713191789,0.572796017,0.658534473,0.344219136,0.333333343,0.337404495,0.400415695,0.854703295,0.586528414,0.898289108,0.586167753,0.701547694,0.889099944,0.571320707,0.706967998,0.566242385,0.731616163,0.910396004,0.848514235,0.959910727,0.805194819,0.921119988,0.962896252,0.956292713,0.947282815,0.933153927,0.976906264,0.967690063,0.705226904,0.566288179,0.462580037,0.366180074,0.90281496,0.912680936,0.865738243,0.945674551,0.785730898,0.664530432,0.485144484
33,blimp-existential_there_subject_raising,syntax,control / raising,sentence classification,0.001953125,blimp-existential_there_subject_raising,0.663468903,0.549875259,0.510114354,0.658496428,0.748037457,0.724238265,0.737496233,0.701123214,0.51101588,0.364863008,0.707315719,0.738820076,0.536908907,0.612729561,0.547616327,0.512133676,0.419033629,0.60105859,0.676034153,0.72267611,0.540217489,0.581548941,0.501058191,0.349605978,0.380846858,0.359682661,0.370211399,0.630048203,0.66570226,0.566758573,0.452150738,0.378831857,0.538594347,0.543376702,0.623229325,0.602078617,0.585720778,0.594991708,0.724577761,0.693031406,0.644900155,0.712561727,0.668614781,0.726190436,0.753374493,0.685778344,0.665843189,0.800614464,0.571027899,0.605646563,0.398171806,0.398754609,0.696500301,0.703124869,0.462180114,0.76415813,0.72442677,0.441396672,0.503301966
34,blimp-expletive_it_object_raising,syntax,control / raising,sentence classification,0.001953125,blimp-expletive_it_object_raising,0.514994949,0.56163823,0.565462607,0.534183043,0.655609596,0.579566884,0.567476892,0.61011759,0.501369131,0.523821503,0.635767388,0.543379343,0.488566053,0.501131833,0.507048714,0.542324793,0.425680643,0.525346553,0.596947908,0.584398425,0.540514874,0.477507281,0.371750275,0.365915495,0.387127951,0.387322873,0.392290062,0.619406581,0.475183111,0.659025323,0.480759913,0.454323435,0.473917717,0.460121536,0.565476298,0.446016055,0.440389705,0.476661271,0.663484764,0.733323324,0.552665687,0.433905268,0.546290034,0.59772138,0.73698436,0.671870267,0.62188071,0.599594557,0.611503998,0.380679774,0.488130027,0.336386383,0.610543418,0.647071373,0.581257689,0.538144386,0.476870823,0.496148002,0.47561692
35,blimp-inchoative,syntax,argument structure,sentence classification,0.001953125,blimp-inchoative,0.544491328,0.475914347,0.497786325,0.482016945,0.544414282,0.594052482,0.468553752,0.541015655,0.435452688,0.516708297,0.564862573,0.543476903,0.446971977,0.570214856,0.485007983,0.54989363,0.375868797,0.52740795,0.497740024,0.577503371,0.500897157,0.420995152,0.373353177,0.346452004,0.381041032,0.371182454,0.408079636,0.527427608,0.518548548,0.711867547,0.472660112,0.525442171,0.545978582,0.428658211,0.480439585,0.539095795,0.540458643,0.544729388,0.506162792,0.450052279,0.501929808,0.563755304,0.564314997,0.593554199,0.558148682,0.573089278,0.518762052,0.589598346,0.509073067,0.447957814,0.39786405,0.364409518,0.539489782,0.548919261,0.450040805,0.568608117,0.636764002,0.476915675,0.489633346
36,blimp-intransitive,syntax,argument structure,sentence classification,0.001953125,blimp-intransitive,0.521102703,0.531886768,0.585076189,0.405819273,0.539514089,0.515388894,0.562909675,0.604913771,0.544240737,0.514217657,0.541700363,0.55964632,0.491340518,0.622108567,0.691101599,0.575405532,0.377506644,0.509592915,0.549408269,0.592745662,0.444293135,0.580582547,0.391268665,0.375743657,0.378481758,0.388676057,0.369579506,0.682159328,0.550754917,0.552822936,0.524304336,0.485299915,0.483146995,0.428704059,0.47378698,0.516598439,0.491017878,0.608280623,0.605319798,0.530443001,0.501986676,0.535817742,0.496654749,0.505927175,0.607791781,0.60359118,0.585668528,0.505882627,0.469518268,0.43295427,0.46389426,0.364058357,0.542420197,0.577046251,0.481490237,0.52915988,0.524915832,0.505609894,0.488711911
37,blimp-irregular_past_participle_adjectives,morphology,irregular forms,sentence classification,0.001953125,blimp-irregular_past_participle_adjectives,0.748030424,0.518017077,0.745393932,0.795492899,0.866601801,0.852168059,0.76818307,0.834799528,0.582975358,0.383287001,0.868165076,0.72030983,0.537954897,0.494188893,0.713718551,0.674236774,0.392202967,0.622053778,0.785373116,0.728920996,0.570464933,0.648351395,0.554795951,0.386621869,0.339074969,0.367412078,0.333333343,0.611746633,0.691108882,0.642114449,0.564753628,0.511516851,0.574152994,0.469372308,0.548269188,0.689574516,0.714927804,0.45966267,0.83427074,0.737602508,0.793878424,0.781826389,0.834766853,0.807097852,0.743705094,0.755396819,0.77967124,0.889046773,0.766378081,0.519999248,0.388134652,0.416501027,0.807512259,0.527984321,0.52584033,0.834241784,0.701330769,0.640993369,0.627800417
38,blimp-irregular_past_participle_verbs,morphology,irregular forms,sentence classification,0.001953125,blimp-irregular_past_participle_verbs,0.575952113,0.502565509,0.465656757,0.448800832,0.467859095,0.452136016,0.456746811,0.505136306,0.478825355,0.473201972,0.510200286,0.516028625,0.498458877,0.561799502,0.410536236,0.633200502,0.333333343,0.612020636,0.559364551,0.54721899,0.418398625,0.42177316,0.581633139,0.367416334,0.390289593,0.368241811,0.363210148,0.811789393,0.441015971,0.81092068,0.510883981,0.529300684,0.500990468,0.469365162,0.468089759,0.442105901,0.705018675,0.557880223,0.515697926,0.627611148,0.479432851,0.554683065,0.485864925,0.477540934,0.553744304,0.57282781,0.460948288,0.471348774,0.522286737,0.514103448,0.402968007,0.365401673,0.482109964,0.487916529,0.507096398,0.456726134,0.511179513,0.491134804,0.546122354
39,blimp-irregular_plural_subject_verb_agreement_1,morphology,subject-verb agreement,sentence classification,0.001953125,blimp-irregular_plural_subject_verb_agreement_1,0.504981619,0.48736344,0.436513424,0.484636825,0.583507431,0.590391308,0.526703244,0.540089232,0.499063021,0.480186635,0.572618735,0.645702255,0.519711632,0.510950965,0.801532042,0.654785097,0.359366417,0.507364106,0.546247733,0.556684053,0.501639879,0.558609444,0.528558707,0.369757515,0.366293496,0.396048373,0.35336737,0.65685699,0.437263191,0.563533306,0.503663951,0.464913613,0.558735645,0.49011032,0.531392419,0.474843568,0.589228845,0.643620741,0.629931796,0.619865656,0.482063329,0.471016055,0.552026224,0.55448091,0.580745476,0.634671283,0.532848847,0.573408896,0.591897294,0.509642196,0.478233582,0.410156018,0.561016858,0.456592155,0.484992027,0.540448523,0.465712035,0.480755339,0.493608272
40,blimp-irregular_plural_subject_verb_agreement_2,morphology,subject-verb agreement,sentence classification,0.001953125,blimp-irregular_plural_subject_verb_agreement_2,0.585671296,0.537455922,0.538725322,0.587294102,0.629029465,0.612829435,0.501151782,0.510391647,0.473583645,0.417964697,0.643141186,0.577789319,0.589942406,0.58134917,0.879676143,0.693567646,0.370503092,0.535714304,0.563553929,0.581657004,0.441868168,0.657422429,0.467379754,0.370171803,0.383807039,0.345209193,0.339674115,0.661977863,0.622108424,0.753647387,0.506353331,0.493099886,0.550000906,0.43989011,0.400530356,0.477665102,0.646280324,0.563041091,0.606128275,0.620770633,0.575887692,0.627003431,0.56298213,0.542167699,0.604745722,0.584431386,0.571356654,0.551469564,0.530887645,0.45800547,0.46018849,0.35000059,0.595845103,0.481121242,0.472882318,0.573536932,0.618175375,0.490689349,0.489739031
41,blimp-left_branch_island_echo_question,syntax,island effects,sentence classification,0.001953125,blimp-left_branch_island_echo_question,0.747467864,0.778231978,0.731445253,0.579200625,0.826394951,0.87515105,0.847445619,0.858174419,0.501208508,0.494847864,0.794128144,0.892449021,0.579403311,0.706361341,0.930454648,0.904351056,0.333333343,0.745661175,0.902620971,0.9270661,0.713952088,0.686981279,0.623100138,0.368062532,0.462012076,0.343093348,0.352118975,0.916277242,0.768839979,0.660154951,0.820010316,0.505128372,0.86416446,0.729017282,0.80041101,0.627860928,0.69161973,0.771411812,0.816775274,0.825734377,0.761485267,0.774014235,0.91868155,0.932863605,0.866634858,0.843089119,0.804897153,0.881444561,0.556725669,0.477784932,0.477235669,0.411883122,0.716496193,0.707891905,0.737335157,0.929706275,0.781748271,0.587444983,0.483213168
42,blimp-left_branch_island_simple_question,syntax,island effects,sentence classification,0.001953125,blimp-left_branch_island_simple_question,0.594973069,0.569527781,0.525000024,0.552807009,0.71229341,0.610849345,0.618585956,0.609038413,0.50826205,0.463826522,0.654045892,0.719728363,0.693214107,0.661277866,0.835642582,0.889676464,0.408347541,0.586833495,0.745956171,0.693839872,0.646395981,0.880956995,0.493709844,0.380635524,0.397727543,0.345849568,0.411524171,0.764628148,0.661365175,0.857647622,0.619213414,0.520841038,0.877457416,0.440339315,0.557765669,0.537707072,0.6032511,0.706435144,0.774722791,0.751703835,0.665707171,0.717624521,0.766864121,0.762831926,0.713597345,0.718660188,0.725719917,0.716578162,0.551070452,0.692638302,0.482750475,0.362097335,0.716393852,0.476660895,0.492533386,0.593519258,0.714776552,0.470990503,0.474884623
43,blimp-matrix_question_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,0.001953125,blimp-matrix_question_npi_licensor_present,0.931891227,0.660558903,0.657239413,0.753476149,0.829695451,0.956995809,0.83693006,0.937965006,0.730447412,0.703381991,0.918807089,0.937424552,0.932209182,0.91339426,0.820572752,0.740242827,0.333333343,0.864152372,0.896249723,0.971471024,0.88320049,0.82707299,0.710288644,0.383350486,0.343081439,0.361389762,0.409529263,0.915425169,0.627845192,0.96190263,0.954805982,0.941558623,0.967907131,0.848709226,0.898719728,0.748906887,0.788830423,0.762307656,0.96849637,0.948973906,0.923718321,0.846136236,0.939706194,0.944763958,0.966473949,0.9714849,0.863801479,0.935900223,0.923810303,0.79751308,0.713555783,0.404171956,0.931853247,0.877184165,0.641536814,0.903505313,0.829996002,0.578024638,0.492045134
44,blimp-npi_present_1,semantics,negative polarity item licensing,sentence classification,0.001953125,blimp-npi_present_1,0.61966542,0.530769545,0.546071631,0.478287297,0.798966837,0.611724901,0.749803376,0.755182147,0.569433498,0.516600263,0.633277959,0.748587537,0.779935038,0.706386352,0.767256278,0.737513804,0.381632662,0.629940772,0.683835328,0.63969326,0.617768427,0.617744237,0.48267464,0.364670146,0.390450746,0.360185659,0.379155374,0.61966176,0.699790883,0.774246609,0.566018069,0.562782878,0.662300944,0.683516741,0.675099051,0.599455613,0.655370837,0.662202275,0.650894463,0.724314106,0.634307098,0.713953459,0.731841058,0.700757885,0.753640163,0.764754152,0.614707357,0.703215224,0.604912537,0.664531946,0.3800466,0.417851824,0.768270779,0.851809636,0.503210622,0.772303295,0.687935793,0.515145087,0.516567612
45,blimp-npi_present_2,semantics,negative polarity item licensing,sentence classification,0.001953125,blimp-npi_present_2,0.689888597,0.626025343,0.595002103,0.549975461,0.640246958,0.648838562,0.667126608,0.647362101,0.524328268,0.517161697,0.625424027,0.662375736,0.768615508,0.736294997,0.779224312,0.936776698,0.446137911,0.697684216,0.68168602,0.720686531,0.587031204,0.765979511,0.691161543,0.340559298,0.344468349,0.349958527,0.38418898,0.947423983,0.863629353,0.905369914,0.771919954,0.699764121,0.539788187,0.607125539,0.779127574,0.710778546,0.874216974,0.850923848,0.580961049,0.745342088,0.589825141,0.70981766,0.668788695,0.697942019,0.473941094,0.484304774,0.60549078,0.644730282,0.495018214,0.450330245,0.431282842,0.342967707,0.611441147,0.542882907,0.43765105,0.752877808,0.855204964,0.516053677,0.550247842
46,blimp-only_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,0.001953125,blimp-only_npi_licensor_present,0.960275495,0.609974867,0.944080138,0.726555264,0.963434649,0.983990955,0.70989182,0.736502779,0.687489533,0.447491509,0.84770022,0.989999294,0.794827878,0.812498975,0.810887009,0.987497318,0.406660587,0.878937995,0.998999977,0.997499776,0.87030431,0.908899248,0.451095724,0.342961013,0.364652584,0.338996142,0.338276678,0.989498281,0.875135207,0.975495088,0.934610379,0.870961881,0.977988279,0.619050545,0.800372112,0.826306415,0.953859043,0.933231974,0.845722258,0.796390522,0.882836843,0.865699154,0.995999908,0.996499896,0.968293869,0.96738331,0.997499943,0.988487005,0.722204377,0.859666151,0.450334525,0.47627387,0.981981289,0.978498733,0.987992704,0.916208434,0.956478953,0.702340674,0.492355025
47,blimp-only_npi_scope,syntax,negative polarity item licensing,sentence classification,0.001953125,blimp-only_npi_scope,0.678560865,0.608885866,0.567431903,0.576717043,0.757618546,0.754979718,0.551273155,0.530114353,0.494867879,0.456710711,0.587185812,0.744760919,0.589710522,0.632168913,0.493869096,0.452194446,0.363540345,0.734287381,0.451814729,0.527135444,0.511224627,0.531104201,0.477252066,0.339857107,0.340861118,0.333333343,0.339046264,0.566996938,0.624385864,0.456567919,0.726081026,0.4837681,0.811595535,0.513048202,0.602101082,0.537565452,0.408264494,0.743228197,0.45059278,0.496906722,0.529013348,0.552134353,0.559454274,0.518893361,0.482745373,0.480771172,0.749386215,0.458652452,0.596922378,0.690120983,0.418267673,0.342323732,0.776296782,0.785842526,0.647871196,0.624744761,0.478272372,0.612034464,0.480136454
48,blimp-passive_1,syntax,argument structure,sentence classification,0.001953125,blimp-passive_1,0.522058702,0.52432906,0.477803081,0.444337159,0.507507688,0.584630966,0.517287028,0.509009957,0.469025695,0.442724335,0.558174455,0.533929193,0.49925073,0.541478544,0.54911781,0.480323762,0.333333343,0.490975642,0.546245432,0.498451352,0.43766802,0.398069596,0.424746513,0.363167506,0.380362338,0.339209831,0.372825181,0.490581185,0.438496834,0.470160782,0.493171895,0.442418617,0.499432325,0.44874211,0.429345918,0.480478472,0.537750971,0.429186428,0.558471149,0.541062915,0.525524729,0.517483634,0.565975976,0.490591431,0.484972477,0.492472726,0.562910593,0.533466542,0.561678702,0.46827839,0.389749956,0.400990909,0.486707348,0.469484824,0.471093082,0.539648086,0.409858173,0.499599886,0.528293335
49,blimp-passive_2,syntax,argument structure,sentence classification,0.001953125,blimp-passive_2,0.510117805,0.387947166,0.486183017,0.499268502,0.587952554,0.639364815,0.583360088,0.593378592,0.459461045,0.423910981,0.51700356,0.629988766,0.490355557,0.534617102,0.703557427,0.626282501,0.443457371,0.482154077,0.548468387,0.544372195,0.517094356,0.639534855,0.414628923,0.363753378,0.356149966,0.333333343,0.38907252,0.714568317,0.476383573,0.649970311,0.540972096,0.546572983,0.667348754,0.435047597,0.512344176,0.474390525,0.68934598,0.55544349,0.674784756,0.64566294,0.625895572,0.607926035,0.55245887,0.556019109,0.604618752,0.551986462,0.535497528,0.583228421,0.518853322,0.506464928,0.362549168,0.399435377,0.628544021,0.529162061,0.502580595,0.564665383,0.715686464,0.481709699,0.54053278
50,blimp-principle_A_c_command,syntax,binding,sentence classification,0.001953125,blimp-principle_A_c_command,0.488955039,0.490077841,0.47177763,0.428738266,0.444458729,0.479524016,0.495638269,0.467911309,0.435395747,0.481343967,0.395348859,0.472775412,0.496697909,0.499676162,0.381666744,0.598702252,0.458898813,0.50495711,0.496059018,0.500694168,0.526729244,0.517156672,0.467654574,0.398710304,0.348277014,0.340020907,0.363818961,0.631164551,0.425123578,0.581188917,0.543222785,0.446787661,0.524267632,0.483588594,0.448112476,0.471994078,0.489411491,0.538343906,0.507647628,0.523188877,0.500850832,0.509619558,0.489943945,0.46152848,0.487172002,0.492828178,0.498602942,0.511625499,0.451911494,0.426589334,0.405340618,0.389261407,0.483099484,0.489658564,0.447370195,0.490165102,0.641286147,0.549232948,0.486907035
51,blimp-principle_A_case_1,syntax,binding,sentence classification,0.001953125,blimp-principle_A_case_1,0.651155955,0.581410307,0.483028185,0.485675776,0.686865902,0.652230352,0.639807159,0.525473201,0.5026869,0.516984034,0.574108505,0.673282993,0.712129998,0.712030792,0.627075374,0.758300388,0.358969605,0.782276762,0.810163498,0.750312638,0.597871602,0.772422963,0.60671671,0.393211097,0.354385972,0.367604768,0.341618317,0.541284049,0.720782554,0.808954358,0.626120883,0.541006255,0.65959549,0.593511713,0.696546733,0.772926533,0.788093527,0.834256124,0.717650652,0.784890878,0.746632266,0.63284207,0.703218472,0.750483048,0.758576262,0.744193566,0.852234769,0.728291583,0.623404366,0.571431512,0.40644989,0.349400091,0.763913536,0.687355506,0.598294914,0.799269676,0.52983017,0.472688377,0.487095016
52,blimp-principle_A_case_2,syntax,binding,sentence classification,0.001953125,blimp-principle_A_case_2,0.514375055,0.503667533,0.478611547,0.446308059,0.548072374,0.581650019,0.444665873,0.557448941,0.441359305,0.407288754,0.591920269,0.617064261,0.584109306,0.627470952,0.63268218,0.707903218,0.374431586,0.545546013,0.540382063,0.485943466,0.643831784,0.775173688,0.4793621,0.335303789,0.34616195,0.348942959,0.378892314,0.569884157,0.598414272,0.64502275,0.568654215,0.463842195,0.719166887,0.51209287,0.562887257,0.494364649,0.673980939,0.799012327,0.673069596,0.681907022,0.657367241,0.691369808,0.574996388,0.572126091,0.673354554,0.695137715,0.581264371,0.581513858,0.50826248,0.564481437,0.41686914,0.360357308,0.569138682,0.496694916,0.421563727,0.530001915,0.656700194,0.526763866,0.425780284
53,blimp-principle_A_domain_1,syntax,binding,sentence classification,0.001953125,blimp-principle_A_domain_1,0.523241156,0.539880252,0.548928523,0.410954541,0.554376107,0.643568873,0.535494685,0.549139225,0.455893946,0.416045731,0.46918937,0.500573206,0.751247799,0.642903709,0.783939111,0.665498281,0.408339995,0.713051033,0.587318254,0.574407703,0.545219386,0.649277991,0.527287567,0.333333343,0.365522605,0.368131447,0.402591676,0.85951438,0.514229774,0.675272417,0.665441936,0.425166863,0.815330946,0.50598141,0.574107462,0.653229797,0.69718585,0.790452957,0.63400377,0.643179023,0.553346217,0.560366172,0.554389036,0.60310958,0.559887743,0.575485849,0.528253609,0.568818974,0.464999338,0.395382512,0.437775356,0.424530607,0.6168154,0.541606045,0.520357424,0.558097357,0.65711081,0.603332144,0.457069707
